"age","gender","review","education","purchased"
38,"Female","Average","Diploma",1
51,"Female","Terrible","PhD",0
53,"Other","Good","High School",1
27,"Male","Good","Master's",0
66,"Female","Terrible","PhD",0
67,"Male","Average","Diploma",1
68,"Other","Good","Bachelor's",0
25,"Male","Excellent","Bachelor's",0
24,"Female","Average","High School",0
57,"Female","Good","High School",0
50,"Other","Poor","PhD",0
69,"Male","Poor","PhD",1
38,"Female","Poor","PhD",1
48,"Male","Good","High School",0
53,"Male","Average","Master's",0
34,"Other","Poor","High School",1
43,"Other","Terrible","PhD",1
27,"Male","Average","Bachelor's",1
60,"Male","Poor","PhD",0
37,"Other","Good","Diploma",0
65,"Other","Good","High School",0
41,"Other","Good","High School",0
26,"Other","Good","High School",1
68,"Male","Excellent","High School",0
52,"Male","Poor","Master's",0
43,"Other","Average","Diploma",0
61,"Female","Good","Bachelor's",1
38,"Female","Excellent","Diploma",0
66,"Other","Average","Master's",0
41,"Male","Terrible","Master's",0
29,"Male","Good","Master's",0
49,"Other","Poor","Bachelor's",0
32,"Male","Good","PhD",1
52,"Male","Terrible","Master's",1
26,"Male","Excellent","PhD",0
29,"Female","Terrible","High School",0
58,"Female","Average","High School",0
62,"Other","Terrible","Bachelor's",1
18,"Other","Terrible","High School",0
49,"Other","Terrible","High School",0
40,"Male","Terrible","High School",0
51,"Other","Excellent","Diploma",1
22,"Female","Excellent","Diploma",1
20,"Female","Poor","High School",1
21,"Male","Good","Bachelor's",1
70,"Female","Average","Diploma",1
42,"Female","Terrible","Master's",0
54,"Other","Terrible","High School",0
23,"Male","Good","Diploma",0
32,"Female","Excellent","Diploma",0
39,"Male","Excellent","Master's",1
47,"Other","Poor","Master's",0
25,"Male","Excellent","PhD",0
39,"Other","Poor","High School",0
63,"Female","Excellent","Bachelor's",0
51,"Other","Average","PhD",0
62,"Other","Excellent","Diploma",1
51,"Other","Good","High School",1
23,"Female","Poor","High School",1
68,"Other","Excellent","High School",1
29,"Other","Good","Bachelor's",0
61,"Male","Excellent","Diploma",1
41,"Female","Poor","Diploma",1
55,"Other","Good","High School",0
60,"Other","Terrible","High School",0
29,"Male","Excellent","Diploma",0
42,"Other","Poor","High School",0
36,"Female","Average","High School",1
22,"Female","Terrible","Diploma",1
30,"Other","Poor","High School",1
21,"Female","Average","High School",1
50,"Male","Good","PhD",0
48,"Male","Terrible","High School",0
34,"Other","Average","Bachelor's",0
50,"Male","Poor","Bachelor's",1
67,"Other","Poor","Bachelor's",0
29,"Other","Good","High School",0
30,"Male","Terrible","Diploma",0
32,"Female","Terrible","Diploma",1
41,"Other","Good","High School",0
27,"Other","Poor","Master's",1
54,"Male","Excellent","High School",1
68,"Male","Terrible","Diploma",0
60,"Female","Good","Bachelor's",0
35,"Female","Good","Diploma",1
53,"Female","Good","Bachelor's",0
52,"Other","Average","PhD",0
43,"Female","Excellent","Bachelor's",1
28,"Female","Average","PhD",0
60,"Other","Excellent","Master's",0
58,"Female","Good","Master's",0
54,"Male","Excellent","Diploma",1
45,"Other","Good","High School",0
26,"Male","Average","Bachelor's",1
19,"Female","Terrible","PhD",1
30,"Female","Terrible","High School",1
51,"Female","Poor","Bachelor's",1
37,"Male","Average","Diploma",0
18,"Other","Poor","High School",1
44,"Male","Terrible","High School",0
22,"Other","Terrible","High School",0
35,"Other","Terrible","Master's",1
48,"Other","Average","Bachelor's",1
54,"Male","Excellent","Bachelor's",1
58,"Male","Terrible","High School",1
47,"Male","Good","Diploma",1
63,"Other","Excellent","Master's",1
31,"Other","Excellent","Master's",0
50,"Female","Terrible","High School",0
65,"Male","Good","Bachelor's",0
57,"Female","Good","Diploma",1
63,"Female","Average","Bachelor's",1
35,"Male","Poor","PhD",0
41,"Female","Good","Diploma",0
57,"Other","Terrible","High School",0
27,"Other","Excellent","Bachelor's",0
62,"Other","Average","Diploma",1
30,"Female","Excellent","High School",0
37,"Other","Poor","Bachelor's",0
44,"Male","Good","Bachelor's",0
68,"Other","Poor","Diploma",1
36,"Male","Terrible","PhD",0
55,"Female","Terrible","High School",0
39,"Other","Excellent","PhD",0
43,"Male","Excellent","PhD",0
42,"Male","Good","High School",0
35,"Female","Excellent","High School",1
35,"Female","Terrible","Master's",0
37,"Male","Poor","Master's",0
27,"Other","Good","Diploma",0
20,"Female","Terrible","Master's",0
24,"Male","Poor","Master's",1
31,"Male","Average","Bachelor's",1
28,"Other","Terrible","High School",0
67,"Female","Excellent","PhD",1
44,"Male","Good","PhD",0
42,"Female","Terrible","Master's",0
37,"Male","Average","High School",0
39,"Male","Poor","Master's",1
36,"Male","Poor","Bachelor's",0
56,"Female","Terrible","Diploma",1
29,"Female","Terrible","Bachelor's",0
18,"Other","Good","Diploma",0
33,"Female","Poor","PhD",1
67,"Other","Good","Diploma",1
65,"Female","Terrible","High School",0
60,"Female","Poor","Diploma",0
33,"Other","Good","PhD",1
47,"Male","Poor","High School",1
32,"Other","Excellent","Bachelor's",0
31,"Other","Good","PhD",1
23,"Female","Good","PhD",0
57,"Other","Average","Bachelor's",0
39,"Female","Poor","PhD",1
70,"Female","Excellent","High School",1
66,"Male","Poor","Bachelor's",0
53,"Male","Terrible","Bachelor's",1
47,"Female","Poor","PhD",0
38,"Female","Terrible","High School",1
28,"Male","Terrible","Bachelor's",1
22,"Other","Poor","High School",0
66,"Male","Excellent","High School",1
42,"Female","Excellent","Bachelor's",1
19,"Female","Terrible","Diploma",1
44,"Female","Poor","High School",1
53,"Female","Good","PhD",1
48,"Male","Poor","High School",0
45,"Male","Good","Master's",0
69,"Male","Average","Master's",1
69,"Male","Poor","Bachelor's",0
28,"Male","Average","Master's",0
21,"Other","Poor","PhD",0
63,"Female","Terrible","Bachelor's",1
42,"Female","Good","PhD",1
53,"Male","Poor","Diploma",0
42,"Other","Good","Bachelor's",0
57,"Other","Excellent","High School",1
57,"Other","Excellent","Master's",1
43,"Male","Poor","Diploma",1
39,"Male","Good","Diploma",1
34,"Other","Excellent","Master's",0
67,"Male","Good","Bachelor's",1
43,"Other","Good","High School",0
50,"Male","Poor","High School",1
19,"Male","Good","Master's",1
40,"Other","Good","PhD",0
29,"Other","Excellent","PhD",0
66,"Male","Terrible","Bachelor's",0
31,"Female","Average","Master's",1
19,"Male","Terrible","Bachelor's",0
67,"Other","Good","High School",0
52,"Male","Good","High School",1
57,"Female","Average","PhD",1
37,"Male","Terrible","Bachelor's",1
45,"Other","Terrible","PhD",0
43,"Female","Good","Bachelor's",1
37,"Other","Poor","PhD",1
51,"Other","Terrible","PhD",1
50,"Other","Good","High School",0
58,"Male","Poor","Diploma",0
52,"Female","Terrible","PhD",0
66,"Female","Poor","Master's",0
31,"Male","Good","Master's",0
51,"Male","Excellent","Master's",1
69,"Female","Good","Diploma",0
68,"Other","Excellent","High School",1
52,"Female","Excellent","PhD",0
66,"Male","Terrible","Master's",0
23,"Female","Terrible","Diploma",1
41,"Female","Poor","PhD",0
48,"Male","Poor","Diploma",1
29,"Male","Excellent","Bachelor's",0
36,"Male","Good","Diploma",0
66,"Female","Terrible","Bachelor's",0
45,"Female","Terrible","Master's",1
64,"Other","Average","Bachelor's",0
69,"Other","Poor","High School",0
51,"Male","Excellent","Bachelor's",1
51,"Female","Poor","PhD",1
36,"Female","Excellent","Diploma",1
35,"Male","Excellent","High School",0
28,"Male","Average","Bachelor's",1
66,"Female","Average","Diploma",1
35,"Male","Terrible","Master's",1
69,"Female","Excellent","High School",0
23,"Female","Excellent","Master's",0
28,"Male","Poor","Master's",1
64,"Other","Average","Bachelor's",1
46,"Other","Excellent","High School",0
22,"Other","Average","Diploma",1
68,"Female","Average","Master's",0
48,"Male","Average","PhD",0
45,"Male","Average","Diploma",1
20,"Female","Excellent","Master's",0
54,"Other","Excellent","Master's",1
52,"Male","Poor","Master's",1
64,"Other","Poor","PhD",0
42,"Female","Good","PhD",1
61,"Male","Poor","Master's",0
54,"Female","Excellent","PhD",1
57,"Male","Average","Bachelor's",0
61,"Other","Good","PhD",0
25,"Other","Poor","High School",1
27,"Other","Good","PhD",1
22,"Male","Excellent","Diploma",0
26,"Other","Terrible","Master's",1
43,"Male","Good","High School",1
21,"Other","Poor","Diploma",1
19,"Other","Good","Diploma",0
27,"Male","Poor","Diploma",0
20,"Female","Poor","Master's",0
41,"Male","Excellent","Master's",0
63,"Other","Good","High School",0
39,"Male","Average","Master's",0
24,"Male","Excellent","High School",0
37,"Female","Terrible","High School",1
23,"Other","Terrible","Master's",1
50,"Other","Average","High School",0
36,"Female","Excellent","Diploma",0
18,"Female","Excellent","High School",1
65,"Other","Average","PhD",0
49,"Female","Excellent","Master's",0
27,"Female","Poor","Master's",0
66,"Other","Excellent","Diploma",0
52,"Female","Good","Diploma",1
26,"Female","Poor","Diploma",0
31,"Male","Excellent","High School",0
51,"Male","Terrible","High School",1
22,"Female","Excellent","High School",1
29,"Female","Poor","Diploma",0
48,"Male","Poor","PhD",0
65,"Female","Terrible","High School",0
48,"Female","Terrible","High School",0
33,"Female","Average","PhD",1
36,"Other","Good","Master's",0
33,"Female","Terrible","Master's",1
47,"Male","Excellent","Bachelor's",0
61,"Female","Poor","Master's",1
32,"Other","Average","Diploma",0
18,"Male","Average","High School",1
63,"Other","Terrible","Bachelor's",1
19,"Female","Terrible","High School",0
61,"Other","Excellent","High School",1
42,"Other","Poor","PhD",1
43,"Female","Terrible","High School",0
61,"Male","Poor","Diploma",0
59,"Female","Excellent","Master's",0
30,"Female","Good","Bachelor's",0
69,"Male","Average","Diploma",1
68,"Female","Poor","Diploma",0
50,"Female","Poor","Diploma",0
65,"Male","Poor","Diploma",1
19,"Female","Good","Master's",1
28,"Other","Excellent","Diploma",1
29,"Other","Good","High School",1
32,"Male","Good","Master's",1
49,"Other","Terrible","PhD",1
33,"Female","Poor","Master's",1
27,"Male","Excellent","High School",0
47,"Other","Average","Diploma",0
69,"Male","Terrible","Master's",1
59,"Other","Average","Bachelor's",0
43,"Other","Terrible","Bachelor's",0
60,"Other","Average","High School",1
43,"Female","Terrible","Diploma",1
64,"Other","Good","Master's",1
52,"Other","Poor","Bachelor's",0
60,"Female","Terrible","High School",1
60,"Other","Good","PhD",1
61,"Other","Good","Diploma",1
69,"Female","Good","High School",0
65,"Female","Average","Diploma",1
21,"Other","Terrible","High School",0
49,"Male","Excellent","Diploma",0
27,"Other","Good","High School",0
36,"Male","Terrible","PhD",1
40,"Female","Average","High School",1
62,"Female","Poor","Master's",1
59,"Male","Terrible","Bachelor's",0
70,"Male","Good","Diploma",0
56,"Other","Terrible","High School",0
33,"Other","Excellent","Master's",0
41,"Female","Terrible","PhD",1
63,"Other","Poor","PhD",1
31,"Other","Poor","PhD",0
30,"Other","Excellent","Master's",0
32,"Other","Terrible","High School",0
30,"Female","Good","Bachelor's",1
50,"Female","Good","High School",1
62,"Other","Good","High School",0
41,"Male","Poor","Bachelor's",1
28,"Female","Terrible","Diploma",1
30,"Male","Terrible","Diploma",0
35,"Other","Good","Master's",1
37,"Female","Average","Master's",0
43,"Male","Good","Diploma",1
46,"Other","Good","PhD",0
37,"Female","Terrible","High School",1
22,"Female","Good","Bachelor's",0
53,"Male","Good","PhD",0
42,"Female","Poor","Bachelor's",0
39,"Other","Terrible","PhD",0
68,"Male","Excellent","Diploma",0
46,"Male","Terrible","Master's",0
33,"Male","Poor","High School",0
19,"Female","Terrible","Master's",1
31,"Other","Poor","PhD",0
61,"Other","Terrible","Master's",0
19,"Male","Good","Master's",0
42,"Female","Good","Diploma",0
46,"Other","Poor","Diploma",1
29,"Male","Terrible","Bachelor's",1
19,"Other","Poor","Bachelor's",0
49,"Male","Good","PhD",0
69,"Male","Terrible","Bachelor's",0
20,"Other","Average","PhD",0
39,"Male","Average","Diploma",1
62,"Other","Terrible","Master's",0
42,"Other","Average","PhD",1
30,"Male","Terrible","Bachelor's",0
57,"Female","Excellent","PhD",1
57,"Female","Terrible","High School",0
23,"Female","Terrible","Diploma",0
63,"Other","Average","Diploma",1
48,"Other","Good","Bachelor's",0
21,"Female","Terrible","Master's",1
20,"Female","Good","Master's",1
42,"Other","Average","PhD",1
65,"Other","Good","Diploma",0
20,"Other","Average","Bachelor's",0
44,"Female","Average","Diploma",1
28,"Female","Good","Master's",0
36,"Other","Terrible","PhD",1
33,"Female","Terrible","Diploma",1
54,"Other","Excellent","High School",0
32,"Other","Average","High School",0
21,"Female","Average","Bachelor's",1
49,"Male","Excellent","PhD",0
70,"Male","Poor","High School",0
68,"Other","Excellent","Bachelor's",1
41,"Male","Poor","High School",1
27,"Other","Average","Diploma",0
57,"Other","Terrible","High School",1
47,"Male","Poor","High School",0
27,"Female","Excellent","Bachelor's",0
29,"Other","Good","Bachelor's",0
43,"Male","Terrible","Bachelor's",1
24,"Female","Poor","Diploma",0
31,"Other","Terrible","Diploma",1
58,"Other","Average","High School",0
32,"Male","Terrible","PhD",1
38,"Other","Terrible","Diploma",1
35,"Male","Average","Diploma",1
29,"Female","Average","Master's",1
20,"Male","Terrible","Diploma",1
21,"Male","Average","Diploma",0
62,"Other","Poor","Master's",1
26,"Male","Poor","Bachelor's",0
40,"Female","Good","High School",1
24,"Male","Poor","High School",0
36,"Female","Excellent","Master's",0
45,"Other","Average","PhD",0
46,"Female","Poor","Bachelor's",1
60,"Female","Terrible","PhD",1
36,"Male","Good","PhD",0
62,"Female","Terrible","Master's",0
41,"Other","Excellent","PhD",1
60,"Male","Poor","Bachelor's",0
67,"Female","Good","Master's",0
54,"Female","Poor","Diploma",0
68,"Female","Terrible","High School",1
28,"Female","Terrible","High School",1
30,"Female","Good","Bachelor's",0
42,"Other","Average","PhD",1
45,"Male","Average","High School",0
41,"Female","Average","Master's",1
53,"Other","Good","PhD",0
61,"Other","Average","Bachelor's",0
61,"Other","Good","PhD",1
70,"Female","Terrible","PhD",1
31,"Female","Average","Master's",1
21,"Male","Terrible","Diploma",0
21,"Male","Good","Master's",0
45,"Female","Terrible","Bachelor's",1
42,"Other","Excellent","High School",1
31,"Other","Good","Master's",0
57,"Female","Average","Diploma",1
42,"Female","Average","Diploma",1
36,"Male","Good","Bachelor's",0
24,"Male","Excellent","High School",0
39,"Other","Good","PhD",0
65,"Male","Good","Diploma",1
57,"Female","Good","Bachelor's",0
19,"Female","Good","PhD",0
36,"Female","Terrible","Bachelor's",1
47,"Female","Excellent","High School",0
42,"Female","Excellent","PhD",0
69,"Other","Good","Diploma",0
21,"Other","Good","Bachelor's",0
20,"Other","Excellent","PhD",1
18,"Male","Excellent","PhD",0
53,"Other","Excellent","Master's",0
67,"Male","Poor","Diploma",1
37,"Male","Good","Bachelor's",1
36,"Other","Poor","Diploma",0
54,"Male","Excellent","High School",1
38,"Female","Terrible","Bachelor's",0
37,"Female","Excellent","Master's",1
53,"Other","Excellent","Bachelor's",0
67,"Female","Terrible","Bachelor's",1
64,"Male","Poor","Master's",0
21,"Female","Good","Master's",1
60,"Male","Terrible","Diploma",1
24,"Male","Terrible","High School",0
26,"Male","Average","Diploma",1
35,"Male","Average","High School",0
56,"Male","Terrible","High School",0
61,"Other","Good","Master's",0
40,"Female","Poor","Bachelor's",0
31,"Other","Average","High School",1
20,"Female","Average","Bachelor's",0
44,"Male","Excellent","Master's",1
22,"Other","Good","High School",0
32,"Other","Excellent","Bachelor's",1
22,"Male","Terrible","Diploma",1
22,"Male","Terrible","PhD",1
21,"Male","Poor","Master's",1
26,"Male","Good","Bachelor's",1
19,"Female","Excellent","Master's",1
65,"Male","Good","Diploma",0
39,"Male","Terrible","High School",1
50,"Female","Terrible","Diploma",1
68,"Male","Terrible","PhD",0
43,"Female","Excellent","High School",1
31,"Male","Excellent","High School",1
23,"Other","Good","Master's",1
66,"Other","Poor","Bachelor's",1
37,"Female","Average","Master's",1
29,"Female","Poor","Diploma",1
25,"Male","Terrible","High School",0
29,"Other","Terrible","Bachelor's",0
39,"Male","Good","Diploma",0
36,"Other","Average","Bachelor's",1
35,"Male","Average","Master's",0
30,"Female","Good","Diploma",0
43,"Female","Average","Master's",1
64,"Other","Average","Bachelor's",1
22,"Other","Average","Master's",0
19,"Other","Terrible","Bachelor's",1
63,"Male","Poor","Master's",1
31,"Male","Terrible","PhD",1
70,"Other","Average","High School",1
18,"Female","Terrible","Bachelor's",1
26,"Other","Average","PhD",0
37,"Male","Excellent","High School",1
44,"Other","Good","Diploma",1
55,"Other","Average","Master's",0
65,"Female","Terrible","Master's",0
57,"Other","Excellent","Diploma",1
52,"Female","Excellent","Diploma",0
69,"Female","Terrible","Bachelor's",1
53,"Male","Excellent","Bachelor's",1
22,"Female","Poor","High School",1
26,"Male","Good","Diploma",1
23,"Other","Terrible","PhD",1
60,"Female","Poor","High School",0
33,"Female","Poor","High School",0
69,"Female","Good","Bachelor's",0
34,"Female","Good","Bachelor's",1
46,"Female","Good","Bachelor's",1
